enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,training_hours,target,training_hours_range
22420,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9.0,L,Pvt Ltd,226.0,0.0,201-350
28415,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.0,,,60.0,0.0,51-100
32260,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,2.0,,,9.0,0.0,0-50
21603,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,S,Pvt Ltd,50.0,0.0,0-50
19702,city_73,0.754,Male,No relevent experience,Part time course,High School,,4.0,M,Pvt Ltd,280.0,1.0,201-350
17665,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,3.0,S,,,0.0,
19612,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5.0,M,Pvt Ltd,15.0,1.0,0-50
18905,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5.0,M,Pvt Ltd,14.0,0.0,0-50
824,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,M,Pvt Ltd,74.0,0.0,51-100
27275,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,,,43.0,1.0,0-50
14217,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14.0,M,Pvt Ltd,52.0,0.0,51-100
13209,city_75,0.939,Not specified,No relevent experience,no_enrollment,,,1.0,,,,0.0,
9414,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,M,Pvt Ltd,54.0,1.0,51-100
33242,city_73,0.754,Male,No relevent experience,Part time course,Graduate,STEM,8.0,S,Early Stage Startup,50.0,0.0,0-50
24224,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,,Pvt Ltd,100.0,0.0,51-100
9684,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,17.0,S,Early Stage Startup,42.0,0.0,0-50
8584,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,20.0,M,Pvt Ltd,11.0,0.0,0-50
27003,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10.0,S,Pvt Ltd,74.0,0.0,51-100
17840,city_65,0.802,Male,Has relevent experience,Full time course,High School,,7.0,S,Pvt Ltd,17.0,0.0,0-50
29723,city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,9.0,S,Pvt Ltd,90.0,0.0,51-100
33181,city_67,0.855,Male,No relevent experience,no_enrollment,Masters,STEM,20.0,M,Pvt Ltd,234.0,0.0,201-350
29288,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3.0,M,Pvt Ltd,11.0,1.0,0-50
3004,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,Humanities,7.0,S,Pvt Ltd,163.0,0.0,101-200
5828,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,S,Pvt Ltd,9.0,0.0,0-50
22211,city_67,0.855,Male,No relevent experience,no_enrollment,Graduate,Other,5.0,,,36.0,0.0,0-50
28193,city_13,0.8270000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,5.0,S,Public Sector,6.0,0.0,0-50
26291,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,M,Pvt Ltd,72.0,0.0,51-100
11739,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,18.0,M,NGO,84.0,0.0,51-100
20878,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.0,S,Public Sector,24.0,0.0,0-50
31156,city_61,0.913,Male,Has relevent experience,no_enrollment,High School,,20.0,S,Pvt Ltd,,0.0,
21878,city_103,0.92,Not specified,Has relevent experience,no_enrollment,Graduate,Other,20.0,L,Pvt Ltd,56.0,0.0,51-100
7009,city_102,0.804,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,13.0,S,Pvt Ltd,22.0,0.0,0-50
31013,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,17.0,S,Funded Startup,8.0,0.0,0-50
7145,city_93,0.865,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,,,8.0,0.0,0-50
2690,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,20.0,,,55.0,0.0,51-100
28829,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9.0,M,Pvt Ltd,74.0,1.0,51-100
28477,city_21,0.624,Not specified,No relevent experience,Full time course,Masters,STEM,3.0,,,57.0,1.0,51-100
17107,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2.0,S,,36.0,0.0,0-50
17125,city_103,0.92,Not specified,No relevent experience,,,,2.0,,,146.0,0.0,101-200
5911,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,M,Pvt Ltd,151.0,0.0,101-200
24069,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,S,Pvt Ltd,4.0,0.0,0-50
20803,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,Other,2.0,M,,102.0,0.0,101-200
3752,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,L,Pvt Ltd,29.0,0.0,0-50
32925,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,L,Pvt Ltd,78.0,0.0,51-100
27494,city_136,0.897,Not specified,Has relevent experience,no_enrollment,Masters,STEM,14.0,M,Pvt Ltd,,0.0,
19818,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2.0,S,Pvt Ltd,141.0,1.0,101-200
22581,city_104,0.924,Male,Has relevent experience,Full time course,High School,,8.0,M,Public Sector,41.0,1.0,0-50
2629,city_123,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,5.0,,Pvt Ltd,13.0,0.0,0-50
20143,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,12.0,S,Pvt Ltd,30.0,0.0,0-50
2478,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,M,Pvt Ltd,104.0,1.0,101-200
25957,city_109,0.701,Male,No relevent experience,Full time course,Graduate,STEM,2.0,,,108.0,0.0,101-200
24981,city_45,0.89,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,9.0,S,Pvt Ltd,62.0,0.0,51-100
27624,city_16,0.91,Not specified,No relevent experience,no_enrollment,Primary School,,8.0,S,Pvt Ltd,21.0,0.0,0-50
32355,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,12.0,S,Early Stage Startup,98.0,0.0,51-100
12140,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,Humanities,5.0,,Public Sector,57.0,0.0,51-100
9743,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,,,44.0,1.0,0-50
3827,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,S,Pvt Ltd,9.0,0.0,0-50
9338,city_65,0.802,Not specified,Has relevent experience,Full time course,Graduate,STEM,8.0,M,NGO,4.0,0.0,0-50
10386,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,S,Early Stage Startup,53.0,0.0,51-100
14901,city_114,0.926,Not specified,Has relevent experience,no_enrollment,Masters,STEM,20.0,M,Pvt Ltd,108.0,0.0,101-200
6909,city_24,0.698,Female,No relevent experience,no_enrollment,Masters,STEM,7.0,,,98.0,1.0,51-100
20751,city_36,0.893,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,5.0,S,Early Stage Startup,112.0,0.0,101-200
13597,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,12.0,L,Pvt Ltd,107.0,0.0,101-200
4498,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,,,28.0,1.0,0-50
29508,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,M,Pvt Ltd,24.0,0.0,0-50
5205,city_162,0.767,Not specified,Has relevent experience,,Graduate,STEM,20.0,M,Public Sector,28.0,1.0,0-50
32947,city_43,0.516,Not specified,Has relevent experience,Full time course,Graduate,STEM,4.0,,,15.0,1.0,0-50
4766,city_90,0.698,Not specified,No relevent experience,no_enrollment,High School,,2.0,,,76.0,0.0,51-100
428,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12.0,M,Pvt Ltd,80.0,0.0,51-100
16219,city_19,0.682,Not specified,No relevent experience,Full time course,Graduate,STEM,3.0,,,32.0,1.0,0-50
21843,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,M,Pvt Ltd,96.0,0.0,51-100
17162,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4.0,S,Pvt Ltd,11.0,1.0,0-50
15259,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15.0,S,Pvt Ltd,46.0,0.0,0-50
14487,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,Other,5.0,M,Pvt Ltd,,0.0,
8055,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,M,,46.0,0.0,0-50
4922,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,,10.0,S,Pvt Ltd,14.0,0.0,0-50
20653,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,0.0,,,44.0,0.0,0-50
707,city_103,0.92,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,14.0,S,Pvt Ltd,27.0,0.0,0-50
1131,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,L,Pvt Ltd,34.0,0.0,0-50
22219,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,S,Pvt Ltd,17.0,0.0,0-50
10454,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,3.0,M,Pvt Ltd,40.0,0.0,0-50
14740,city_21,0.624,Not specified,No relevent experience,Full time course,Masters,STEM,3.0,,,20.0,1.0,0-50
12183,city_28,0.939,Male,No relevent experience,Full time course,Graduate,STEM,7.0,,,31.0,1.0,0-50
22052,city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,8.0,M,Public Sector,45.0,0.0,0-50
8677,city_67,0.855,Male,No relevent experience,no_enrollment,High School,,11.0,,Pvt Ltd,32.0,0.0,0-50
29432,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,S,Funded Startup,85.0,0.0,51-100
6812,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,S,Pvt Ltd,110.0,0.0,101-200
14890,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,Business Degree,11.0,,,35.0,0.0,0-50
9569,city_46,0.762,Male,Has relevent experience,Full time course,Graduate,STEM,12.0,M,Pvt Ltd,6.0,0.0,0-50
6389,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,15.0,M,Pvt Ltd,11.0,0.0,0-50
14622,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,,,61.0,1.0,51-100
24586,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6.0,S,Early Stage Startup,91.0,0.0,51-100
9463,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,Humanities,20.0,S,Pvt Ltd,28.0,0.0,0-50
6379,city_160,0.92,Not specified,Has relevent experience,no_enrollment,Masters,STEM,20.0,M,Pvt Ltd,18.0,0.0,0-50
30514,city_105,0.794,Male,Has relevent experience,Part time course,Graduate,STEM,7.0,M,,50.0,0.0,0-50
12349,city_19,0.682,Male,No relevent experience,no_enrollment,Graduate,STEM,6.0,M,,204.0,0.0,201-350
6995,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,5.0,S,Pvt Ltd,,0.0,
13311,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6.0,L,Pvt Ltd,26.0,0.0,0-50
26275,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,5.0,L,Pvt Ltd,168.0,1.0,101-200
30814,city_46,0.762,Male,No relevent experience,no_enrollment,Graduate,Other,2.0,M,Pvt Ltd,26.0,0.0,0-50
20823,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16.0,M,Pvt Ltd,37.0,0.0,0-50
18810,city_162,0.767,Male,No relevent experience,Full time course,High School,,4.0,,,17.0,1.0,0-50
79,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,,,42.0,1.0,0-50
16177,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,10.0,,,67.0,0.0,51-100
16141,city_16,0.91,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,13.0,,,40.0,0.0,0-50
5417,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,12.0,M,Pvt Ltd,14.0,0.0,0-50
24280,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4.0,M,Pvt Ltd,218.0,0.0,201-350
9393,city_94,0.698,Male,Has relevent experience,,High School,,3.0,,,22.0,1.0,0-50
22112,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13.0,S,Funded Startup,8.0,0.0,0-50
11003,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,8.0,S,Funded Startup,,0.0,
12631,city_21,0.624,Not specified,No relevent experience,no_enrollment,Graduate,STEM,1.0,S,,29.0,0.0,0-50
6326,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,M,Pvt Ltd,26.0,0.0,0-50
24870,city_21,0.624,Not specified,Has relevent experience,no_enrollment,Masters,STEM,13.0,L,Pvt Ltd,22.0,0.0,0-50
18170,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,M,Pvt Ltd,50.0,0.0,0-50
33254,city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,20.0,S,Pvt Ltd,120.0,1.0,101-200
11821,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,M,Funded Startup,100.0,0.0,51-100
24937,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4.0,S,Pvt Ltd,198.0,1.0,101-200
15837,city_103,0.92,Not specified,Has relevent experience,no_enrollment,Graduate,Other,3.0,S,Pvt Ltd,18.0,1.0,0-50
31083,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,,,80.0,1.0,51-100
15436,city_65,0.802,Female,No relevent experience,Part time course,Graduate,STEM,3.0,S,Pvt Ltd,144.0,1.0,101-200
13102,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,,,,0.0,
30277,city_103,0.92,Not specified,Has relevent experience,Full time course,Masters,STEM,9.0,S,Pvt Ltd,54.0,0.0,51-100
4475,city_90,0.698,Male,Has relevent experience,Full time course,Masters,STEM,20.0,L,Public Sector,28.0,0.0,0-50
4072,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,20.0,L,Public Sector,20.0,0.0,0-50
11085,city_173,0.878,Male,No relevent experience,no_enrollment,Graduate,No Major,14.0,S,NGO,45.0,0.0,0-50
3878,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,6.0,L,Pvt Ltd,55.0,0.0,51-100
33104,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,S,Pvt Ltd,28.0,0.0,0-50
17304,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,6.0,M,Pvt Ltd,96.0,0.0,51-100
23719,city_21,0.624,Not specified,No relevent experience,Full time course,Graduate,STEM,1.0,,,18.0,1.0,0-50
22348,city_19,0.682,Male,No relevent experience,Full time course,Graduate,STEM,9.0,,,42.0,0.0,0-50
18320,city_149,0.6890000000000001,Not specified,Has relevent experience,,Graduate,STEM,4.0,S,Pvt Ltd,31.0,1.0,0-50
27959,city_21,0.624,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,6.0,L,Pvt Ltd,47.0,1.0,0-50
11655,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,10.0,,,66.0,0.0,51-100
26713,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,L,Pvt Ltd,,0.0,
3248,city_102,0.804,Male,No relevent experience,no_enrollment,High School,,4.0,,Pvt Ltd,94.0,0.0,51-100
32877,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,,,40.0,1.0,0-50
25363,city_71,0.884,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,11.0,S,,15.0,0.0,0-50
22573,city_114,0.926,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,8.0,M,Pvt Ltd,53.0,0.0,51-100
440,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,L,Pvt Ltd,42.0,0.0,0-50
27697,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7.0,L,Public Sector,8.0,0.0,0-50
10792,city_102,0.804,Not specified,Has relevent experience,,Graduate,STEM,12.0,L,Pvt Ltd,182.0,0.0,101-200
30509,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,8.0,M,NGO,128.0,0.0,101-200
28149,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5.0,S,Pvt Ltd,25.0,1.0,0-50
24708,city_11,0.55,Male,Has relevent experience,Full time course,Masters,STEM,4.0,M,NGO,,1.0,
32836,city_134,0.698,Male,No relevent experience,no_enrollment,,,20.0,,,85.0,0.0,51-100
16372,city_114,0.926,Not specified,Has relevent experience,Full time course,Masters,STEM,9.0,S,Pvt Ltd,88.0,0.0,51-100
33292,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6.0,L,Pvt Ltd,21.0,1.0,0-50
32619,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4.0,M,Pvt Ltd,90.0,0.0,51-100
29606,city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,High School,,3.0,M,Pvt Ltd,10.0,0.0,0-50
11430,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,,12.0,,,70.0,1.0,51-100
10967,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,6.0,M,Public Sector,106.0,1.0,101-200
17375,city_157,0.769,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,M,NGO,35.0,1.0,0-50
26025,city_102,0.804,Male,No relevent experience,Full time course,Graduate,STEM,3.0,,,73.0,1.0,51-100
19795,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,13.0,,,41.0,1.0,0-50
10554,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,M,Pvt Ltd,22.0,0.0,0-50
8311,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12.0,M,Pvt Ltd,82.0,0.0,51-100
5801,city_61,0.913,Not specified,Has relevent experience,no_enrollment,High School,,8.0,M,NGO,20.0,0.0,0-50
6010,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,L,Pvt Ltd,44.0,0.0,0-50
31210,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,L,Pvt Ltd,107.0,0.0,101-200
24714,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,20.0,,,19.0,1.0,0-50
5203,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3.0,S,Pvt Ltd,116.0,1.0,101-200
7193,city_103,0.92,Male,No relevent experience,Full time course,High School,,5.0,L,Pvt Ltd,55.0,0.0,51-100
1695,city_75,0.939,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,12.0,M,Pvt Ltd,42.0,0.0,0-50
16625,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4.0,S,Early Stage Startup,78.0,1.0,51-100
23714,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,,,114.0,0.0,101-200
21967,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,M,Pvt Ltd,,0.0,
33342,city_21,0.624,Male,No relevent experience,Full time course,High School,,5.0,,Pvt Ltd,6.0,0.0,0-50
29737,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,L,Pvt Ltd,15.0,0.0,0-50
9846,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6.0,M,NGO,54.0,0.0,51-100
3965,city_23,0.899,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,8.0,M,Funded Startup,114.0,0.0,101-200
15430,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,20.0,,,29.0,0.0,0-50
20911,city_48,0.493,Not specified,No relevent experience,Full time course,Graduate,STEM,2.0,,,33.0,1.0,0-50
6724,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,8.0,S,Pvt Ltd,23.0,0.0,0-50
21442,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,S,Funded Startup,206.0,1.0,201-350
12716,city_114,0.926,Not specified,No relevent experience,no_enrollment,Masters,Humanities,6.0,S,Pvt Ltd,76.0,0.0,51-100
18,city_23,0.899,Male,No relevent experience,no_enrollment,Graduate,STEM,20.0,S,Pvt Ltd,24.0,0.0,0-50
26402,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,13.0,S,Pvt Ltd,101.0,0.0,101-200
26214,city_173,0.878,Male,No relevent experience,Full time course,Masters,Humanities,9.0,M,Public Sector,56.0,0.0,51-100
21033,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10.0,L,Pvt Ltd,21.0,0.0,0-50
19073,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,L,Pvt Ltd,77.0,0.0,51-100
6775,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,4.0,S,Pvt Ltd,14.0,0.0,0-50
26126,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,13.0,S,Pvt Ltd,326.0,0.0,201-350
28673,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,S,Pvt Ltd,20.0,1.0,0-50
15012,city_144,0.84,Male,Has relevent experience,Full time course,Graduate,STEM,9.0,S,Other,34.0,0.0,0-50
10930,city_67,0.855,Male,Has relevent experience,no_enrollment,,,20.0,L,Public Sector,17.0,0.0,0-50
7610,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,20.0,,,31.0,1.0,0-50
12931,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,5.0,,,52.0,0.0,51-100
6502,city_102,0.804,Not specified,Has relevent experience,Part time course,Graduate,STEM,5.0,M,NGO,326.0,0.0,201-350
29945,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,L,Pvt Ltd,19.0,0.0,0-50
14523,city_145,0.555,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,11.0,M,Pvt Ltd,124.0,1.0,101-200
15470,city_157,0.769,Male,No relevent experience,no_enrollment,Graduate,STEM,11.0,,,18.0,1.0,0-50
2485,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,20.0,M,Pvt Ltd,4.0,0.0,0-50
24355,city_114,0.926,Not specified,Has relevent experience,no_enrollment,Phd,STEM,18.0,M,Pvt Ltd,122.0,0.0,101-200
6407,city_114,0.926,Not specified,Has relevent experience,Full time course,High School,,7.0,,,82.0,0.0,51-100
14425,city_21,0.624,Male,No relevent experience,,Graduate,STEM,5.0,,,24.0,1.0,0-50
20116,city_103,0.92,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,11.0,,,11.0,1.0,0-50
27786,city_100,0.887,Male,No relevent experience,no_enrollment,High School,,4.0,,,37.0,0.0,0-50
15868,city_102,0.804,Male,No relevent experience,Full time course,Graduate,STEM,2.0,,,116.0,1.0,101-200
26755,city_149,0.6890000000000001,Not specified,No relevent experience,Full time course,High School,,1.0,,,27.0,0.0,0-50
10285,city_103,0.92,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,15.0,S,Funded Startup,42.0,0.0,0-50
18289,city_37,0.794,Not specified,No relevent experience,Full time course,Masters,STEM,15.0,M,Pvt Ltd,33.0,0.0,0-50
13687,city_24,0.698,Male,No relevent experience,Full time course,High School,,7.0,,,28.0,0.0,0-50
27535,city_16,0.91,Male,No relevent experience,Full time course,High School,,12.0,,,42.0,0.0,0-50
25850,city_67,0.855,Female,No relevent experience,Full time course,Graduate,STEM,3.0,,,17.0,1.0,0-50
12830,city_16,0.91,Not specified,Has relevent experience,no_enrollment,Graduate,STEM,2.0,S,Pvt Ltd,163.0,0.0,101-200
17967,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,S,Pvt Ltd,58.0,0.0,51-100
12217,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,10.0,S,Pvt Ltd,206.0,0.0,201-350
19215,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,10.0,L,Pvt Ltd,57.0,0.0,51-100
27139,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,M,Pvt Ltd,40.0,1.0,0-50
32862,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,4.0,,,28.0,1.0,0-50
24887,city_75,0.939,Not specified,Has relevent experience,Full time course,High School,,2.0,S,Pvt Ltd,30.0,0.0,0-50
19378,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12.0,S,Pvt Ltd,,0.0,
29769,city_21,0.624,Not specified,No relevent experience,Full time course,High School,,3.0,M,NGO,44.0,0.0,0-50
18907,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,1.0,L,Pvt Ltd,28.0,0.0,0-50
23572,city_57,0.866,Male,Has relevent experience,no_enrollment,Phd,STEM,20.0,,,154.0,0.0,101-200
7991,city_173,0.878,Male,No relevent experience,Full time course,Graduate,STEM,3.0,,,26.0,1.0,0-50
6448,city_165,0.903,Male,Has relevent experience,Part time course,Graduate,STEM,20.0,L,Pvt Ltd,6.0,0.0,0-50
30878,city_91,0.691,Male,No relevent experience,no_enrollment,Graduate,STEM,10.0,L,Pvt Ltd,32.0,0.0,0-50
4606,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,1.0,,,96.0,0.0,51-100
4367,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.0,,,70.0,1.0,51-100
27114,city_21,0.624,Male,No relevent experience,Full time course,High School,,7.0,,,4.0,0.0,0-50
8023,city_90,0.698,Not specified,Has relevent experience,no_enrollment,Masters,STEM,9.0,S,,86.0,0.0,51-100
3708,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.0,L,Pvt Ltd,290.0,0.0,201-350
25403,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2.0,M,Pvt Ltd,168.0,0.0,101-200
20140,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,20.0,,,55.0,1.0,51-100
26455,city_146,0.735,Not specified,Has relevent experience,Full time course,Graduate,STEM,6.0,,,42.0,0.0,0-50
19618,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,11.0,,,34.0,0.0,0-50
18497,city_90,0.698,Not specified,No relevent experience,Part time course,High School,,2.0,S,Pvt Ltd,,0.0,
31798,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.0,M,Pvt Ltd,8.0,0.0,0-50
30076,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,4.0,,,63.0,0.0,51-100
32953,city_144,0.84,Other,No relevent experience,,,,2.0,,,8.0,0.0,0-50
4302,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,L,Pvt Ltd,21.0,0.0,0-50
